indicator,country,year,value,region
Political Stability and Absence of Violence/Terrorism: Estimate,Swaziland,2010,-0.044469751,Southern
Political Stability and Absence of Violence/Terrorism: Estimate,Swaziland,2011,-0.492591649,Southern
Political Stability and Absence of Violence/Terrorism: Estimate,Swaziland,2012,-0.420980453,Southern
Political Stability and Absence of Violence/Terrorism: Estimate,Swaziland,2013,-0.436616749,Southern
Political Stability and Absence of Violence/Terrorism: Estimate,Swaziland,2014,-0.519841969,Southern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,1996,-0.715587258,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,1998,-0.477588207,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2000,-0.797663271,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2002,-0.347662687,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2003,-0.878020346,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2004,-0.648480654,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2005,-0.568261445,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2006,-0.325528234,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2007,-0.353102058,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2008,-0.205811575,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2009,0.069291711,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2010,-0.021697929,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2011,-0.045678042,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2012,0.022927083,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2013,-0.165411875,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Tanzania,2014,-0.536367834,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,1996,-0.487983733,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,1998,-0.71727562,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2000,-0.403711587,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2002,-0.047440909,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2003,-0.234724268,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2004,-0.325764328,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2005,-1.461467505,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2006,-0.553959548,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2007,-0.361556739,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2008,-0.175595015,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2009,-0.186232418,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2010,-0.202789634,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2011,-0.180771261,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2012,-0.407053381,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2013,-0.381005913,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Togo,2014,-0.164121732,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,1996,-1.613088369,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,1998,-1.218402863,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2000,-1.342972994,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2002,-1.493570805,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2003,-1.599254251,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2004,-1.296000004,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2005,-1.433291793,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2006,-1.159404278,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2007,-0.961903632,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2008,-0.90863961,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2009,-0.989565432,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2010,-1.005754948,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2011,-0.986974359,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2012,-0.88239634,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2013,-0.837899923,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Uganda,2014,-0.929117143,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,1996,-0.226002574,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,1998,0.092711411,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2000,-0.054853447,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2002,-0.350420058,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2003,0.17369017,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2004,0.152424812,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2005,0.0688629,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2006,0.362352133,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2007,0.344346136,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2008,0.463187873,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2009,0.534659028,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2010,0.461614877,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2011,0.470694542,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2012,0.605992556,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2013,0.384348243,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zambia,2014,0.20562999,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,1996,-0.533595324,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,1998,-0.879213333,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2000,-1.418263674,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2002,-1.595985174,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2003,-1.135800838,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2004,-1.263585567,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2005,-1.241502523,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2006,-0.907913446,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2007,-1.110494733,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2008,-1.200556517,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2009,-1.161843419,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2010,-1.120910048,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2011,-0.955158889,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2012,-0.790312469,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2013,-0.679590583,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Zimbabwe,2014,-0.648449421,Eastern
Regulatory Quality: Estimate,Angola,1996,-1.45610559,Central
Regulatory Quality: Estimate,Angola,1998,-1.717124343,Central
Regulatory Quality: Estimate,Angola,2000,-1.825743914,Central
Regulatory Quality: Estimate,Angola,2002,-1.487072587,Central
Regulatory Quality: Estimate,Angola,2003,-1.233144045,Central
Regulatory Quality: Estimate,Angola,2004,-1.246338248,Central
Regulatory Quality: Estimate,Angola,2005,-1.288054705,Central
Regulatory Quality: Estimate,Angola,2006,-1.137005448,Central
Regulatory Quality: Estimate,Angola,2007,-1.044279099,Central
Regulatory Quality: Estimate,Angola,2008,-1.061243892,Central
Regulatory Quality: Estimate,Angola,2009,-1.018665195,Central
Regulatory Quality: Estimate,Angola,2010,-1.017954469,Central
Regulatory Quality: Estimate,Angola,2011,-1.078276992,Central
Regulatory Quality: Estimate,Angola,2012,-0.977499008,Central
Regulatory Quality: Estimate,Angola,2013,-1.063896179,Central
Regulatory Quality: Estimate,Angola,2014,-0.962016284,Central
Regulatory Quality: Estimate,Benin,1996,-0.1976019,Western
Regulatory Quality: Estimate,Benin,1998,-0.173418209,Western
Regulatory Quality: Estimate,Benin,2000,-0.207503423,Western
Regulatory Quality: Estimate,Benin,2002,-0.436344832,Western
Regulatory Quality: Estimate,Benin,2003,-0.502155542,Western
Regulatory Quality: Estimate,Benin,2004,-0.476647228,Western
Regulatory Quality: Estimate,Benin,2005,-0.573197603,Western
Regulatory Quality: Estimate,Benin,2006,-0.402219683,Western
Regulatory Quality: Estimate,Benin,2007,-0.41893062,Western
Regulatory Quality: Estimate,Benin,2008,-0.489994109,Western
Regulatory Quality: Estimate,Benin,2009,-0.328803599,Western
Regulatory Quality: Estimate,Benin,2010,-0.323548526,Western
Regulatory Quality: Estimate,Benin,2011,-0.33488825,Western
Regulatory Quality: Estimate,Benin,2012,-0.394318134,Western
Regulatory Quality: Estimate,Benin,2013,-0.41591078,Western
Regulatory Quality: Estimate,Benin,2014,-0.506496251,Western
Regulatory Quality: Estimate,Botswana,1996,0.757560015,Southern
Regulatory Quality: Estimate,Botswana,1998,0.702905357,Southern
Regulatory Quality: Estimate,Botswana,2000,0.644494712,Southern
Regulatory Quality: Estimate,Botswana,2002,0.772719741,Southern
Regulatory Quality: Estimate,Botswana,2003,0.791474998,Southern
Regulatory Quality: Estimate,Botswana,2004,0.663913429,Southern
Regulatory Quality: Estimate,Botswana,2005,0.673018932,Southern
Regulatory Quality: Estimate,Botswana,2006,0.495953232,Southern
Regulatory Quality: Estimate,Botswana,2007,0.437055916,Southern
Regulatory Quality: Estimate,Botswana,2008,0.484020293,Southern
Regulatory Quality: Estimate,Botswana,2009,0.484424025,Southern
Regulatory Quality: Estimate,Botswana,2010,0.456126302,Southern
Regulatory Quality: Estimate,Botswana,2011,0.500282943,Southern
Regulatory Quality: Estimate,Botswana,2012,0.693869531,Southern
Regulatory Quality: Estimate,Botswana,2013,0.654124796,Southern
Regulatory Quality: Estimate,Botswana,2014,0.641127229,Southern
Regulatory Quality: Estimate,Burkina Faso,1996,-0.248889849,Western
Regulatory Quality: Estimate,Burkina Faso,1998,-0.394872606,Western
Regulatory Quality: Estimate,Burkina Faso,2000,-0.124196924,Western
Regulatory Quality: Estimate,Burkina Faso,2002,-0.144393414,Western
Regulatory Quality: Estimate,Burkina Faso,2003,-0.346064121,Western
Regulatory Quality: Estimate,Burkina Faso,2004,-0.339851171,Western
Regulatory Quality: Estimate,Burkina Faso,2005,-0.417010754,Western
Regulatory Quality: Estimate,Burkina Faso,2006,-0.314639181,Western
Regulatory Quality: Estimate,Burkina Faso,2007,-0.246750101,Western
Regulatory Quality: Estimate,Burkina Faso,2008,-0.174621329,Western
Regulatory Quality: Estimate,Burkina Faso,2009,-0.08896853,Western
Regulatory Quality: Estimate,Burkina Faso,2010,-0.139090776,Western
Regulatory Quality: Estimate,Burkina Faso,2011,-0.158132538,Western
Regulatory Quality: Estimate,Burkina Faso,2012,-0.119428016,Western
Regulatory Quality: Estimate,Burkina Faso,2013,-0.18188104,Western
Regulatory Quality: Estimate,Burkina Faso,2014,-0.334788859,Western
Regulatory Quality: Estimate,Burundi,1996,-1.672970414,Eastern
Regulatory Quality: Estimate,Burundi,1998,-1.594818711,Eastern
Regulatory Quality: Estimate,Burundi,2000,-1.22229445,Eastern
Regulatory Quality: Estimate,Burundi,2002,-1.317071319,Eastern
Regulatory Quality: Estimate,Burundi,2003,-1.220739603,Eastern
Regulatory Quality: Estimate,Burundi,2004,-1.19707036,Eastern
Regulatory Quality: Estimate,Burundi,2005,-1.358372211,Eastern
Regulatory Quality: Estimate,Burundi,2006,-1.20815587,Eastern
Regulatory Quality: Estimate,Burundi,2007,-1.239634871,Eastern
Regulatory Quality: Estimate,Burundi,2008,-1.227463961,Eastern
Regulatory Quality: Estimate,Burundi,2009,-1.148003459,Eastern
Regulatory Quality: Estimate,Burundi,2010,-1.104561687,Eastern
Regulatory Quality: Estimate,Burundi,2011,-0.999902904,Eastern
Regulatory Quality: Estimate,Burundi,2012,-0.958189368,Eastern
Regulatory Quality: Estimate,Burundi,2013,-0.891982615,Eastern
Regulatory Quality: Estimate,Burundi,2014,-0.773074627,Eastern
Regulatory Quality: Estimate,Cabo Verde,1996,-0.579920173,Western
Regulatory Quality: Estimate,Cabo Verde,1998,-0.206163779,Western
Regulatory Quality: Estimate,Cabo Verde,2000,-0.000471922,Western
Regulatory Quality: Estimate,Cabo Verde,2002,-0.287347883,Western
Regulatory Quality: Estimate,Cabo Verde,2003,-0.232271284,Western
Regulatory Quality: Estimate,Cabo Verde,2004,-0.335678637,Western
Regulatory Quality: Estimate,Cabo Verde,2005,-0.314581066,Western
Regulatory Quality: Estimate,Cabo Verde,2006,-0.218837693,Western
Regulatory Quality: Estimate,Cabo Verde,2007,-0.200789168,Western
Regulatory Quality: Estimate,Cabo Verde,2008,-0.059465237,Western
Regulatory Quality: Estimate,Cabo Verde,2009,0.018476695,Western
Regulatory Quality: Estimate,Cabo Verde,2010,-0.039390232,Western
Regulatory Quality: Estimate,Cabo Verde,2011,0.073176891,Western
Regulatory Quality: Estimate,Cabo Verde,2012,0.039887674,Western
Regulatory Quality: Estimate,Cabo Verde,2013,-0.12195117,Western
Regulatory Quality: Estimate,Cabo Verde,2014,-0.008326164,Western
Regulatory Quality: Estimate,Cameroon,1996,-1.131448627,Central
Regulatory Quality: Estimate,Cameroon,1998,-0.637091517,Central
Regulatory Quality: Estimate,Cameroon,2000,-0.594935775,Central
Regulatory Quality: Estimate,Cameroon,2002,-0.886294961,Central
Regulatory Quality: Estimate,Cameroon,2003,-0.831029713,Central
Regulatory Quality: Estimate,Cameroon,2004,-0.679929435,Central
Regulatory Quality: Estimate,Cameroon,2005,-0.86134547,Central
Regulatory Quality: Estimate,Cameroon,2006,-0.833986402,Central
Regulatory Quality: Estimate,Cameroon,2007,-0.832227826,Central
Regulatory Quality: Estimate,Cameroon,2008,-0.807794333,Central
Regulatory Quality: Estimate,Cameroon,2009,-0.739874005,Central
Regulatory Quality: Estimate,Cameroon,2010,-0.725790083,Central
Regulatory Quality: Estimate,Cameroon,2011,-0.789860308,Central
Regulatory Quality: Estimate,Cameroon,2012,-0.933365941,Central
Regulatory Quality: Estimate,Cameroon,2013,-0.94853431,Central
Regulatory Quality: Estimate,Cameroon,2014,-0.939564824,Central
Regulatory Quality: Estimate,Central African Republic,1996,-0.922744095,Central
Regulatory Quality: Estimate,Central African Republic,1998,-0.883446515,Central
Regulatory Quality: Estimate,Central African Republic,2000,-0.905516565,Central
Regulatory Quality: Estimate,Central African Republic,2002,-1.126730919,Central
Regulatory Quality: Estimate,Central African Republic,2003,-1.142089725,Central
Regulatory Quality: Estimate,Central African Republic,2004,-1.194822192,Central
Regulatory Quality: Estimate,Central African Republic,2005,-1.329167247,Central
Regulatory Quality: Estimate,Central African Republic,2006,-1.191344261,Central
Regulatory Quality: Estimate,Central African Republic,2007,-1.21537292,Central
Regulatory Quality: Estimate,Central African Republic,2008,-1.216697693,Central
Regulatory Quality: Estimate,Central African Republic,2009,-1.253462195,Central
Regulatory Quality: Estimate,Central African Republic,2010,-1.15169847,Central
Regulatory Quality: Estimate,Central African Republic,2011,-1.178644776,Central
Regulatory Quality: Estimate,Central African Republic,2012,-1.08871007,Central
Regulatory Quality: Estimate,Central African Republic,2013,-1.183837295,Central
Regulatory Quality: Estimate,Central African Republic,2014,-1.412346959,Central
Regulatory Quality: Estimate,Chad,1996,-1.297331929,Central
Regulatory Quality: Estimate,Chad,1998,-0.934924901,Central
Regulatory Quality: Estimate,Chad,2000,-0.775471509,Central
Regulatory Quality: Estimate,Chad,2002,-0.924521863,Central
Regulatory Quality: Estimate,Chad,2003,-0.905346513,Central
Regulatory Quality: Estimate,Chad,2004,-0.831525683,Central
Regulatory Quality: Estimate,Chad,2005,-1.173050523,Central
Regulatory Quality: Estimate,Chad,2006,-1.080669641,Central
Regulatory Quality: Estimate,Chad,2007,-1.124279737,Central
Regulatory Quality: Estimate,Chad,2008,-1.159187555,Central
Regulatory Quality: Estimate,Chad,2009,-1.041633487,Central
Regulatory Quality: Estimate,Chad,2010,-1.055259347,Central
Regulatory Quality: Estimate,Chad,2011,-1.010062814,Central
Regulatory Quality: Estimate,Chad,2012,-1.07954967,Central
Regulatory Quality: Estimate,Chad,2013,-1.002934933,Central
Regulatory Quality: Estimate,Chad,2014,-1.165584803,Central
Regulatory Quality: Estimate,Comoros,1996,-1.163312197,Eastern
Regulatory Quality: Estimate,Comoros,1998,-1.263544679,Eastern
Regulatory Quality: Estimate,Comoros,2000,-1.290671468,Eastern
Regulatory Quality: Estimate,Comoros,2002,-1.156445384,Eastern
Regulatory Quality: Estimate,Comoros,2003,-1.441650391,Eastern
Regulatory Quality: Estimate,Comoros,2004,-1.492459297,Eastern
Regulatory Quality: Estimate,Comoros,2005,-1.562469006,Eastern
Regulatory Quality: Estimate,Comoros,2006,-1.48339057,Eastern
Regulatory Quality: Estimate,Comoros,2007,-1.44166553,Eastern
Regulatory Quality: Estimate,Comoros,2008,-1.49727726,Eastern
Regulatory Quality: Estimate,Comoros,2009,-1.553574443,Eastern
Regulatory Quality: Estimate,Comoros,2010,-1.422396779,Eastern
Regulatory Quality: Estimate,Comoros,2011,-1.363327861,Eastern
Regulatory Quality: Estimate,Comoros,2012,-1.41948545,Eastern
Regulatory Quality: Estimate,Comoros,2013,-1.220799446,Eastern
Regulatory Quality: Estimate,Comoros,2014,-1.138621092,Eastern
Regulatory Quality: Estimate,"Congo, Dem. Rep.",1996,-1.834303737,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",1998,-2.41273427,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2000,-2.110225677,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2002,-1.506297231,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2003,-1.503081679,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2004,-1.593649149,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2005,-1.619515061,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2006,-1.315660596,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2007,-1.262641788,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2008,-1.296752214,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2009,-1.529197335,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2010,-1.582300305,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2011,-1.51982224,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2012,-1.510201454,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2013,-1.250407577,Central
Regulatory Quality: Estimate,"Congo, Dem. Rep.",2014,-1.341215134,Central
Regulatory Quality: Estimate,"Congo, Rep.",1996,-1.2825073,Central
Regulatory Quality: Estimate,"Congo, Rep.",1998,-1.219962478,Central
Regulatory Quality: Estimate,"Congo, Rep.",2000,-1.245041847,Central
Regulatory Quality: Estimate,"Congo, Rep.",2002,-1.05744338,Central
Regulatory Quality: Estimate,"Congo, Rep.",2003,-1.10128808,Central
Regulatory Quality: Estimate,"Congo, Rep.",2004,-0.97213918,Central
Regulatory Quality: Estimate,"Congo, Rep.",2005,-1.295768261,Central
Regulatory Quality: Estimate,"Congo, Rep.",2006,-1.19981432,Central
Regulatory Quality: Estimate,"Congo, Rep.",2007,-1.188261867,Central
Regulatory Quality: Estimate,"Congo, Rep.",2008,-1.260381222,Central
Regulatory Quality: Estimate,"Congo, Rep.",2009,-1.281635046,Central
Regulatory Quality: Estimate,"Congo, Rep.",2010,-1.267207146,Central
Regulatory Quality: Estimate,"Congo, Rep.",2011,-1.25941968,Central
Regulatory Quality: Estimate,"Congo, Rep.",2012,-1.378272414,Central
Regulatory Quality: Estimate,"Congo, Rep.",2013,-1.350966454,Central
Regulatory Quality: Estimate,"Congo, Rep.",2014,-1.184756398,Central
Regulatory Quality: Estimate,Cote d'Ivoire,1996,-0.475059569,Western
Regulatory Quality: Estimate,Cote d'Ivoire,1998,-0.262869239,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2000,-0.54457581,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2002,-0.447038502,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2003,-0.819294512,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2004,-0.957193553,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2005,-0.907213449,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2006,-0.85344404,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2007,-0.841893137,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2008,-0.887618959,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2009,-0.950000882,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2010,-0.912446916,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2011,-0.858029366,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2012,-0.768885016,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2013,-0.744200408,Western
Regulatory Quality: Estimate,Cote d'Ivoire,2014,-0.623911679,Western
Regulatory Quality: Estimate,Equatorial Guinea,1996,-1.57363236,Central
Regulatory Quality: Estimate,Equatorial Guinea,1998,-1.662467241,Central
Regulatory Quality: Estimate,Equatorial Guinea,2000,-1.714661002,Central
Regulatory Quality: Estimate,Equatorial Guinea,2002,-1.490815401,Central
Regulatory Quality: Estimate,Equatorial Guinea,2003,-1.397882938,Central
Regulatory Quality: Estimate,Equatorial Guinea,2004,-1.447256207,Central
Regulatory Quality: Estimate,Equatorial Guinea,2005,-1.383465409,Central
Regulatory Quality: Estimate,Equatorial Guinea,2006,-1.334326029,Central
Regulatory Quality: Estimate,Equatorial Guinea,2007,-1.317585468,Central
Regulatory Quality: Estimate,Equatorial Guinea,2008,-1.321506977,Central
Regulatory Quality: Estimate,Equatorial Guinea,2009,-1.279141188,Central
Regulatory Quality: Estimate,Equatorial Guinea,2010,-1.383713007,Central
Regulatory Quality: Estimate,Equatorial Guinea,2011,-1.335839272,Central
Regulatory Quality: Estimate,Equatorial Guinea,2012,-1.422708035,Central
Regulatory Quality: Estimate,Equatorial Guinea,2013,-1.399562955,Central
Regulatory Quality: Estimate,Equatorial Guinea,2014,-1.455257297,Central
Regulatory Quality: Estimate,Eritrea,1996,-1.163312197,Eastern
Regulatory Quality: Estimate,Eritrea,1998,-0.568014324,Eastern
Regulatory Quality: Estimate,Eritrea,2000,-0.943370581,Eastern
Regulatory Quality: Estimate,Eritrea,2002,-1.109975934,Eastern
Regulatory Quality: Estimate,Eritrea,2003,-1.615620852,Eastern
Regulatory Quality: Estimate,Eritrea,2004,-1.674065948,Eastern
Regulatory Quality: Estimate,Eritrea,2005,-1.795557261,Eastern
Regulatory Quality: Estimate,Eritrea,2006,-2.084848404,Eastern
Regulatory Quality: Estimate,Eritrea,2007,-2.115435839,Eastern
Regulatory Quality: Estimate,Eritrea,2008,-2.169148207,Eastern
Regulatory Quality: Estimate,Eritrea,2009,-2.260246754,Eastern
Regulatory Quality: Estimate,Eritrea,2010,-2.24900341,Eastern
Regulatory Quality: Estimate,Eritrea,2011,-2.218815565,Eastern
Regulatory Quality: Estimate,Eritrea,2012,-2.238641977,Eastern
Regulatory Quality: Estimate,Eritrea,2013,-2.217937946,Eastern
Regulatory Quality: Estimate,Eritrea,2014,-2.118962526,Eastern
Regulatory Quality: Estimate,Ethiopia,1996,-1.341484427,Eastern
Regulatory Quality: Estimate,Ethiopia,1998,-1.175751328,Eastern
Regulatory Quality: Estimate,Ethiopia,2000,-1.161185384,Eastern
Regulatory Quality: Estimate,Ethiopia,2002,-1.235678911,Eastern
Regulatory Quality: Estimate,Ethiopia,2003,-1.175126433,Eastern
Regulatory Quality: Estimate,Ethiopia,2004,-0.957615137,Eastern
Regulatory Quality: Estimate,Ethiopia,2005,-1.10695374,Eastern
Regulatory Quality: Estimate,Ethiopia,2006,-0.967167735,Eastern
Regulatory Quality: Estimate,Ethiopia,2007,-0.908614457,Eastern
Regulatory Quality: Estimate,Ethiopia,2008,-0.843425095,Eastern
Regulatory Quality: Estimate,Ethiopia,2009,-0.91570574,Eastern
Regulatory Quality: Estimate,Ethiopia,2010,-0.852070093,Eastern
Regulatory Quality: Estimate,Ethiopia,2011,-0.986982703,Eastern
Regulatory Quality: Estimate,Ethiopia,2012,-1.065479636,Eastern
Regulatory Quality: Estimate,Ethiopia,2013,-1.136122108,Eastern
Regulatory Quality: Estimate,Ethiopia,2014,-0.978259265,Eastern
Regulatory Quality: Estimate,Gabon,1996,0.058852054,Central
Regulatory Quality: Estimate,Gabon,1998,0.141299978,Central
Regulatory Quality: Estimate,Gabon,2000,-0.143766984,Central
Regulatory Quality: Estimate,Gabon,2002,-0.18884933,Central
Regulatory Quality: Estimate,Gabon,2003,-0.164616033,Central
Regulatory Quality: Estimate,Gabon,2004,-0.464648128,Central
Regulatory Quality: Estimate,Gabon,2005,-0.231990919,Central
Regulatory Quality: Estimate,Gabon,2006,-0.47529009,Central
Regulatory Quality: Estimate,Gabon,2007,-0.561693966,Central
Regulatory Quality: Estimate,Gabon,2008,-0.64861995,Central
Regulatory Quality: Estimate,Gabon,2009,-0.594584703,Central
Regulatory Quality: Estimate,Gabon,2010,-0.565671325,Central
Regulatory Quality: Estimate,Gabon,2011,-0.559085488,Central
Regulatory Quality: Estimate,Gabon,2012,-0.507423878,Central
Regulatory Quality: Estimate,Gabon,2013,-0.563169241,Central
Regulatory Quality: Estimate,Gabon,2014,-0.72615701,Central
Regulatory Quality: Estimate,Gambia,1996,-0.945009947,Western
Regulatory Quality: Estimate,Gambia,1998,-0.4009341,Western
Regulatory Quality: Estimate,Gambia,2000,-0.280878216,Western
Regulatory Quality: Estimate,Gambia,2002,-0.553091168,Western
Regulatory Quality: Estimate,Gambia,2003,-0.455457807,Western
Regulatory Quality: Estimate,Gambia,2004,-0.417427033,Western
Regulatory Quality: Estimate,Gambia,2005,-0.516270638,Western
Regulatory Quality: Estimate,Gambia,2006,-0.383248746,Western
Regulatory Quality: Estimate,Gambia,2007,-0.359890997,Western
Regulatory Quality: Estimate,Gambia,2008,-0.38469696,Western
Regulatory Quality: Estimate,Gambia,2009,-0.322133452,Western
Regulatory Quality: Estimate,Gambia,2010,-0.383182734,Western
Regulatory Quality: Estimate,Gambia,2011,-0.26752767,Western
Regulatory Quality: Estimate,Gambia,2012,-0.229674384,Western
Regulatory Quality: Estimate,Gambia,2013,-0.370916575,Western
Regulatory Quality: Estimate,Gambia,2014,-0.493555337,Western
Regulatory Quality: Estimate,Ghana,1996,-0.38289395,Western
Regulatory Quality: Estimate,Ghana,1998,-0.245881841,Western
Regulatory Quality: Estimate,Ghana,2000,-0.102603428,Western
Regulatory Quality: Estimate,Ghana,2002,-0.470199019,Western
Regulatory Quality: Estimate,Ghana,2003,-0.281996429,Western
Regulatory Quality: Estimate,Ghana,2004,-0.349661171,Western
Regulatory Quality: Estimate,Ghana,2005,-0.107817948,Western
Regulatory Quality: Estimate,Ghana,2006,-0.077568188,Western
